"","text","created","Kelas"
"180","aku sendiri juga ndak berani buat gofood lagi karena mau nabung https://t.co/4HR4nepViL","4/8/2021 19:12:51","positif"
"181","@Vionalaurentia4 gofood mana mau anter sampe hutan linggo :'(","4/8/2021 19:10:05","positif"
"182","remuk bgt ini badan, gamau ada yg gofood in makan?ð","4/8/2021 19:01:45","positif"
"183","Suruh Abang w ngambil gofood dia balik minta duit lagi krn ada 2 bapak ojol nunggu ternyata double order ayam bakar… https://t.co/ufCnUgUZ4W","4/8/2021 18:48:44","negatif"
"184","jam segini gofood yg buka apaan yak? ð","4/8/2021 18:48:02","positif"
"185","@subtanyarl iya, palagi cari gofood ga nemu nemu drivernya sadð","4/8/2021 18:43:55","negatif"
"186","Elingo wahai menungso, urip ki mung mampir “ngombe, mangan, gofood”","4/8/2021 18:30:12","positif"
"187","@koynagi @jscsch @vvonwo_o gofood dari malaysia","4/8/2021 18:23:35","positif"
"188","@introvertbitjj Aku gofood tiap hari wkwkkw","4/8/2021 18:22:02","positif"
"189","RT @dododid_: gw abis ambil gofood kan trs ada grombolan bocah ngomongin gw didepan gw 
ð¦ð»: “cewe gk sih”
ð§ð»: “cowo bego”
ð§ð","4/8/2021 18:20:52","positif"
"190","Dari bingung mau makan apa di gofood sampe pernah lupa makanð sampe sekarang udah tau mana-mana aja tempat makan ya… https://t.co/P0J2WRI","4/8/2021 18:12:14","positif"
"191","my stupidity tonight, accidentally ordered food in gofood.","4/8/2021 18:10:00","negatif"
"192","Kapaaaaan gofood grab nyampe kemarii , aku lspaaaaar","4/8/2021 18:06:36","positif"
"193","Faak kepencet gofood tai tenaan","4/8/2021 18:03:33","negatif"
"194","@bellaokt @FOOD_FESS aku td langsung dateng ke pizzahutnyaa. bilang aja mau beli pizza 1 meter, trs nanti pilih top… https://t.co/arJ3ZjSQXO","4/8/2021 18:01:40","positif"
"195","@bdngfess Aya teknologi buatan dalam negeri + buatan menteri pendidikan dan kebudayaan yg dinamakan Gojek d dalamny… https://t.co/N9AxgKnDj6","4/8/2021 18:01:35","positif"
"196","@bibobubnay gofood","4/8/2021 18:01:12","netral"
"197","@qarissa08 @AAbbadhia @aurzzi Gofood bisa kali bad","4/8/2021 17:54:40","positif"
"198","jam segini gapapa ga sih mesen gofood.....","4/8/2021 17:41:08","netral"
"199","@ngguuatellie Mao nya gofood aja dah ke sini ..","4/8/2021 17:39:27","positif"
"200","Klo random yg ada di gofood kurs ihhh wkwk","4/9/2021 23:56:27","positif"
"201","RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…","4/9/2021 23:56:24","positif"
"202","@flwyrd beliin gofood sabi nih","4/9/2021 23:52:13","positif"
"203","RT @ikaikraami: Ya ampun sebenernya sayang sih kalau ovo gak lagi sama tokped. Karena aku lebih cinta ovo daripada gopay :') gopay udah set…","4/9/2021 23:49:04","negatif"
"204","Ya ampun sebenernya sayang sih kalau ovo gak lagi sama tokped. Karena aku lebih cinta ovo daripada gopay :') gopay… https://t.co/CAZ4bIma43","4/9/2021 23:48:37","negatif"
"205","RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…","4/9/2021 23:37:38","positif"
"206","Pgn nasi uduk tp malas belinya gegara jauh ð© gofood ongkirnya mehong bisa dapet satu bungkus ð coba ada pacar ya bisa mintol deh bel","4/9/2021 23:33:21","positif"
"207","Sedih bgt tbtb ditelfon papa ""ini ada nasi dus di kantor papa ennak bgt. Papa dikasi 2, 1lg buat km ya papa kirim k… https://t.co/2d1c8zWCkV","4/9/2021 23:29:10","positif"
"208","RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…","4/9/2021 23:23:01","positif"
"209","RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…","4/9/2021 23:13:38","positif"
"210","@DORbertanya Ga masak, gofood mcd, ricis, ato kalo ga pengen makan berat ya pesen ke warkop deket kosan.","4/9/2021 23:08:24","positif"
"211","RT @BerburuSale: WINGSTOP | BUY 8 GET 8!

ð️ 9 - 11 April 2021 
Order via GrabFood &amp; GoFood. https://t.co/cFZrJ1W","4/9/2021 22:36:44","positif"
"212","Kedai Ayam Juntay Dasana indah available on gofood and grabfood dgn diskon khusus hingga bonus menu spesial Juntay… https://t.co/iC1SmBcBpd","4/9/2021 22:35:43","positif"
"213","https://t.co/AEbmMMdjb3 https://t.co/D0SEbRa9QU","4/9/2021 22:27:10","positif"
"214","Eh ini gaada promo gofood pickup?","4/9/2021 22:10:20","positif"
"215","RT @PapaAis_: Good morning People
Grab your breakfast now!  @DapurGita_CS is open from 7:00 AM. Order Available at: 
Grabfood https://t.co/…","4/9/2021 21:55:19","positif"
"216","RT @PapaAis_: Good morning People
Grab your breakfast now!  @DapurGita_CS is open from 7:00 AM. Order Available at: 
Grabfood https://t.co/…","4/9/2021 21:55:03","positif"
"217","Jam jamnya kepengen gofood wingheng","4/9/2021 20:38:21","positif"
"218","Gofood jam 2 malem ah mantapð","4/9/2021 19:55:14","positif"
"219","RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…","4/9/2021 19:26:14","positif"
"220","RT @DiahRudiyanti: Assalammualaikum sobat twitland yg baik,yakin Allah yg kirimkan pembelinya, Mulyarasa bebek grabfood gofood DM https://t…","4/9/2021 19:24:53","positif"
"221","malem-malem kelaperan, eh tiba-tiba ada yg dateng bawain makanan. peka bgt emg mas-mas gofood ni.","4/9/2021 19:07:09","positif"
"222","fakkk gofood malem malem ongkir mahal","4/9/2021 19:05:19","negatif"
"223","@fckinloveyou @BERBURUSALE_ di halaman gofood gaada promo pick up, biasanya kan ada kolom isinya toko2 yg ada promo… https://t.co/47UNAL8ZDl","4/9/2021 18:59:01","negatif"
"224","@freyasheinaa ( gofood wkwkwk. )","4/9/2021 18:48:54","positif"
"225","@Askrlfess Dengerin aja. Ajak gofood makanan. Ngga usah disalahin lagi anaknya, dia pasti sadar kalo dia salah kok.… https://t.co/bRQFkEFhca","4/9/2021 18:39:22","positif"
"226","RT @BerburuSale: WINGSTOP | BUY 8 GET 8!

ð️ 9 - 11 April 2021 
Order via GrabFood &amp; GoFood. https://t.co/cFZrJ1W","4/9/2021 18:36:56","positif"
"227","@DemyRoseMawby gofood","4/9/2021 18:30:59","netral"
"228","Jam segini tiba2 ngebayangin ayam mcd, sampe ngehaluin aroma2nya khas mcd;(( tapi gamungkin sih nge gofood, gilee kali yaaa wkwk","4/9/2021 18:30:45","negatif"
"229","@DemyRoseMawby Gofood ð","4/9/2021 18:28:36","netral"
"230","Masih mikir ,gofood kol goreng apa tidur yak ð","4/9/2021 18:27:51","positif"
"231","@softlittlemist Mending dikasih voucher gofood, mayan gratis ongkir","4/9/2021 18:24:15","positif"
"232","@fujobean @stoobelli Ada boo, td di gofood daerah setiabufi masi ada. Hehe","4/9/2021 18:24:09","positif"
"233","RT @hongzoom: sexc bf sexc gf ini mah... ave would go like, ""matt, laper :c"" and instead of pesenin gofood, malah matt (my old name) yang b…","4/9/2021 18:22:57","positif"
"234","Laper apakah masih bisa gofood jam segini","4/9/2021 18:20:45","netral"
"235","RT @BerburuSale: CO.CHOC | BUY 1, GET 1 FREE Signature Dark Chocolate ð¥³

9 - 11 April 2021.
ð Seluruh outlet Co.choc Berlaku pembelia","4/9/2021 18:20:12","positif"
"236","@alphavityazi Gofood","4/9/2021 18:20:08","netral"
"237","RT @novanadamnstry: Pacar aku lucu bgt dulu bilang ada gofood di depan rumah pas aku buka dia di depan rumahku sambil buka tangannya lebar2…","4/9/2021 18:19:56","positif"
"238","@onicybogu if we dated, mauu main nginep dirumah km atauga km yg nginep di ak,ð kt pesen gofood yg banyakk bangett… https://t.co/Eafd8tc","4/9/2021 18:18:34","positif"
"239","sexc bf sexc gf ini mah... ave would go like, ""matt, laper :c"" and instead of pesenin gofood, malah matt (my old na… https://t.co/ri9JRKwuXO","4/9/2021 18:17:12","positif"
"240","mau gofood? rep cobað","4/9/2021 18:08:50","positif"
"241","@JUALAN_BASE cod bisa ga si sesama depok:( ato gofood gt","4/9/2021 18:07:54","positif"
"242","RT @javafoodie_: Ini kalau lg bingung gofood apa di daerah sekitar baciro, kotagede dll. 

Aku coba tadi enaaak ð https://t.co/l04fPRG","4/9/2021 18:07:17","positif"
"243","duh ini orang semarang jauh benul pernah di gofood in sarapan sama dia kapan main ke jakarta wey","4/9/2021 17:51:14","positif"
"244","pengen gofood tapi gopay abis gaada cash mau minta mamah udah tidur hehe laper janco","4/9/2021 17:47:51","positif"
"245","@alhackID Lagi pesen gofood","4/9/2021 17:47:33","positif"
"246","@collegemenfess HAHAHA temen bgini lope lope bgt

Gw pernah ngajarin trus tiba² gofood dateng","4/9/2021 17:47:18","positif"
"247","Pusing dritdi ga kelar2, ga ada yg bisa bantuin apa f,, w gofood in sini dah","4/9/2021 17:43:47","positif"
"248","Iseng buka gofood jam segini eh malah kepencet order nasi goreng, hadeh jari ini ya emang ga bisa dikondisikan","4/9/2021 17:33:55","negatif"
"249","Kerja ngerasa laper pesen gofood. Giliran dah kenyang ngantuk. Biadab emang.","4/9/2021 17:31:03","positif"
"250","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:59:35","negatif"
"251","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip. https://t.co/x…","4/10/2021 23:59:15","negatif"
"252","@VICE_ID Nonton netflix, streaming konten2 Bangtan, gofood makanan yg enak2, rebahan. Tanpa ada gangguan apapun, cu… https://t.co/p32GujtGSG","4/10/2021 23:59:15","positif"
"253","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:59:11","negatif"
"254","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:59:10","negatif"
"255","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:59:05","negatif"
"256","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:58:59","negatif"
"257","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:58:37","negatif"
"258","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:58:05","negatif"
"259","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip. https://t.co/x…","4/10/2021 23:57:42","negatif"
"260","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:57:26","negatif"
"261","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:57:25","negatif"
"262","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:57:23","negatif"
"263","RT @tresnowicaksono: @ko2w kalau gak salah narik 12% plus 5000 rupiah untuk seller yang baru buka.

bayangkan minuman 10.000, trus gofood m…","4/10/2021 23:57:20","negatif"
"264","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:57:12","negatif"
"265","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:56:29","negatif"
"266","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:56:15","negatif"
"267","@novadvna Aamiinn. Jualan biar bisa gofood atau beli makan di warteg karna ga bisa masak ð","4/10/2021 23:56:11","positif"
"268","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:55:46","negatif"
"269","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:55:00","negatif"
"270","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:54:00","negatif"
"271","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:53:00","negatif"
"272","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:52:53","negatif"
"273","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:52:42","negatif"
"274","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:52:31","negatif"
"275","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:50:27","negatif"
"276","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip. https://t.co/x…","4/10/2021 23:50:14","negatif"
"277","Yg mau langsung dm ya voucher gofood, ga kepake samsek

#zonauang #zonajajan 
https://t.co/XOw5Np55i7","4/10/2021 23:49:49","positif"
"278","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:49:24","negatif"
"279","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:49:21","negatif"
"280","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:49:19","negatif"
"281","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip. https://t.co/x…","4/10/2021 23:49:10","negatif"
"282","RT @nct_menfess: nct! dreamies lagi persami malah pesen starbak, curiga bawa beras pada gk dimasak dan gofood pizza, panitia persami pasti…","4/10/2021 23:48:10","positif"
"283","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:47:16","negatif"
"284","RT @tresnowicaksono: @ko2w kalau gak salah narik 12% plus 5000 rupiah untuk seller yang baru buka.

bayangkan minuman 10.000, trus gofood m…","4/10/2021 23:47:12","negatif"
"285","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:46:43","negatif"
"286","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:46:38","negatif"
"287","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:46:35","negatif"
"288","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:45:55","negatif"
"289","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:45:54","negatif"
"290","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:45:32","negatif"
"291","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:45:30","negatif"
"292","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:44:52","negatif"
"293","Yuk cobain sate taichan jumbo legomoro.. dijamin ketagihan, puas dan nikmat pastinya.. 
Harga : 45k isi 10 tusuk gu… https://t.co/JCUpZSBpUk","4/10/2021 23:44:43","positif"
"294","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip. https://t.co/x…","4/10/2021 23:44:29","negatif"
"295","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:43:33","negatif"
"296","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:43:24","negatif"
"297","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:43:21","negatif"
"298","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:43:03","negatif"
"299","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/10/2021 23:41:08","negatif"
"300","@gojekindonesia mengapa km pelit tidak memberikan lg pot pick up dan voc gofood 30% apakah karna aku anak pedalaman skrgð","4/11/2021 23:53:22","negatif"
"301","@andiiiiiiiinnnn Gofood.. Grabfood.. :)","4/11/2021 23:49:31","netral"
"302","RT @BerburuSale: KEDAI KOPI KULO | PROMO Kombo HEMAT Kulo Teng-Go serba Rp30.000 ð¥³

Berlaku setiap pembelian melalui aplikasi GoFood, wa","4/11/2021 23:49:08","positif"
"303","RT @florieliciouss: Tradisi di Ambon sebelum puasa orang² piknik. Td diajakin teman ke Pantai Liang ,males. Pasti rame. Keponakanku juga lg…","4/11/2021 23:47:48","positif"
"304","Ada yg udah pernah order ini ga? Ini kalo pesen pake gofood/grabfood gitu abangnya kesusahan ga ya bawanya? https://t.co/pB1aj9ExUj","4/11/2021 23:45:47","netral"
"305","RT @tresnowicaksono: @ko2w kalau gak salah narik 12% plus 5000 rupiah untuk seller yang baru buka.

bayangkan minuman 10.000, trus gofood m…","4/11/2021 23:44:27","negatif"
"306","@Bandungfess Sender na mau gofood makanan yah?","4/11/2021 23:42:16","positif"
"307","jogja hujan anjeng??? mana gelap bgt, gue pengen gofood anjer","4/11/2021 23:31:17","positif"
"308","@BERBURUSALE_ Maaf oot, kalau masih dapet voc gomart gopay dll tapi gapernah dapet voc gofood lg tu kena soft banne… https://t.co/JeJDS48a8A","4/11/2021 23:25:35","positif"
"309","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 23:24:47","positif"
"310","@sintakayaknyaa apalgi kalo mesen gofood pdhl emak masak","4/11/2021 23:22:32","negatif"
"311","Aku ngga buatin makanan utk suami, tapi aku *nyiapin*

Yak, courtesy by gofood/ grabfood or warung sebelah https://t.co/0UryZqgQqC","4/11/2021 23:20:58","positif"
"312","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/11/2021 23:12:18","negatif"
"313","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/11/2021 23:08:53","negatif"
"314","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 23:07:24","positif"
"315","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/11/2021 23:00:47","negatif"
"316","pelis aku baru tau cara gofood di gojek semudah ituð¤¨ð","4/11/2021 22:51:11","positif"
"317","@ardianpancaa Jujur si bang justru gw pikir onlen shop selama ini kena pajak. Trs si penjual ada mdr nya gtu. Kyk l… https://t.co/dRmc7RpB3G","4/11/2021 22:29:43","negatif"
"318","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/11/2021 22:14:34","negatif"
"319","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 22:05:37","positif"
"320","gofood apa ya","4/11/2021 21:44:09","positif"
"321","@ocacoolla sedia gofood ongkir ceban","4/11/2021 21:08:07","positif"
"322","auto degdegan tiap lagi bm sesuatu di gofood pas masakan mama masih banyak tapi aku suka uji nyali jadi aku tetap o… https://t.co/M2AZhZMX1U","4/11/2021 21:02:58","positif"
"323","Kenyang tanpa masak ? #GoFood-in aja
Download #Gojek dan mulai #HidupTanpaBatas di Tomohon ##HidupTanpaBatas #GojekTomohon","4/11/2021 20:46:02","positif"
"324","tapiii gue juga liet orang indo yg lagi karantina di wisma atlet, yg berarti mereka positif covid 19, bahkan bisa o… https://t.co/b8xPdbXnsV","4/11/2021 20:31:42","positif"
"325","RT @ayarizqiya: Order gofood dalam rangka temen ultah, terus ditelfon abangnya.. terus masnya ngomong jawa gitu ke barista/kasirnya. Seketi…","4/11/2021 20:31:17","positif"
"326","Nunggu gofood.","4/11/2021 20:28:50","netral"
"327","@parvasani Gofood ae.....","4/11/2021 20:21:43","positif"
"328","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/11/2021 20:20:10","negatif"
"329","RT @fullmoonfolks: Yang sering bikin merasa berdosa kalau pesen gofood tuh sampah plastiknya, masa sambel aja plastiknya sampe harus dobel…","4/11/2021 20:12:37","negatif"
"330","gofood mekdi ga ya laper bgt","4/11/2021 20:03:10","netral"
"331","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 19:45:38","positif"
"332","@maxteaa kok kamu ga pernanh gofood in aku sekalian? ð","4/11/2021 19:40:25","positif"
"333","laperrr kalo gofood jam segini kasian abang nya gasih?","4/11/2021 19:36:21","netral"
"334","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 19:30:13","positif"
"335","RT @BerburuSale: KEDAI KOPI KULO | PROMO Kombo HEMAT Kulo Teng-Go serba Rp30.000 ð¥³

Berlaku setiap pembelian melalui aplikasi GoFood, wa","4/11/2021 19:29:47","positif"
"336","@sarikaya__ Gofood in rico","4/11/2021 19:21:45","positif"
"337","gofood atau tidur?","4/11/2021 19:13:40","netral"
"338","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 19:12:54","positif"
"339","promo gofood pick up+promo gofood biasa, per item cuma bayar 8k aja fess monanggg murce bgt aku ampe borong wkwk ð¥º❤ https://t.co/Q5Zop7N","4/11/2021 19:00:44","positif"
"340","RT @BerburuSale: McD | Pilihan MENU RECEH 1+1 MENANG BANYAK ð

Berlaku untuk Dine In, McDelivery Drive Thru, GoFood &amp; GrabFood. https://t","4/11/2021 18:57:37","positif"
"341","Si @gojekindonesia mah bener2 dah servernya, masa order gofood dikasih drivernya yg posisinya jauh banget sama rest… https://t.co/8YsqMq2Vck","4/11/2021 18:50:28","negatif"
"342","Hai. Aku ada voucher voc gofood lagi nih! Promo diskon 30% (maks 10k) minimal pembelian 30k. Fee 1k/voucher. Bisa l… https://t.co/WbZ5jh8HWZ","4/11/2021 18:49:42","positif"
"343","RT @ko2w: Gofood meminta ke penjual makanan dan pengantar 30 persen tapi masih menganjurkan supaya pelanggan memberikan tip.","4/11/2021 18:48:15","negatif"
"344","@alysvr SAMA gofood apaan ya jam segini","4/11/2021 18:44:49","positif"
"345","@MeliaAgustin_ Lebih ke ambil order gofood aja ga ambil order lainnya....","4/11/2021 18:41:40","positif"
"346","@Serigala_1452 Wew..kk lebih ke gofood atau gojek","4/11/2021 18:37:16","positif"
"347","@DwiFerdian1 gofood sego goreng babi gk se fer ndek kostanku wkwk","4/11/2021 18:21:03","positif"
"348","laperr pgn gofood tp ujanð","4/11/2021 18:16:54","negatif"
